Title:,COVID-19 Vaccinations By Lower Tier Local Authority (LTLA) of Residence and Age Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summary:,"The number of people who have been vaccinated for COVID-19, split by LTLA of residence and age group, as reported to the date of publication.",,,,,,,,,,,,,,,,,,,149952,,,,,,,,,,,,,,,,
"Period1,2:",8th December 2020 to 8th July 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source:,"National Immunisation Management Service (NIMS), NHS Foundry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basis:,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Published:,9th July 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Status:,Published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definitions3:,"The data in this release includes all vaccinations administered in England, even if individuals vaccinated do not have an NHS number or are no longer resident in the population.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTLA Code,UTLA Name,LTLA Cod,LTLA Name,1st dose,,,,,,,,,,,,,,Total 1st Doses,,2nd dose,,,,,,,,,,,,,,Total 2nd Doses,,Cumulative Total Doses (1st and 2nd doses) to Date
,,,,Under 25,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80+,,,,Under 25,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80+,,,,
E08000027,Dudley,E08000027,Dudley,15113,12520,14993,15684,15813,17882,21659,20901,17602,16080,16522,13546,18146,,216461,,5172,5045,6668,8207,11086,14731,20638,20166,17161,15776,16268,13257,17490,,171665,,388126
E09000009,Ealing,E09000009,Ealing,17139,17642,21220,22861,23748,22426,21713,19615,15947,12624,10723,7496,10931,,224085,,4643,5444,7373,9275,14037,16566,19605,18179,15075,12081,10383,7236,10411,,150308,,374393
E10000003,Cambridgeshire,E07000009,East Cambridgeshire,4457,3588,4449,5092,5395,5838,6259,6032,5191,4622,4925,3572,4961,,64381,,1326,1118,1468,2248,4205,5280,6086,5902,5104,4578,4872,3528,4825,,50540,,114921
E10000008,Devon,E07000040,East Devon,6407,4850,5560,6186,6546,7828,9726,10317,10029,9991,11588,9239,13499,,111766,,1869,1684,1991,2399,4131,6064,9434,10050,9854,9874,11473,9141,13091,,91055,,202821
E10000014,Hampshire,E07000085,East Hampshire,6404,4635,5456,5879,6732,7744,9144,9494,8511,7085,7604,5809,8123,,92620,,1848,1496,1919,2532,4872,7042,8884,9296,8378,6990,7528,5715,7828,,74328,,166948
E10000015,Hertfordshire,E07000242,East Hertfordshire,7819,6286,7172,8081,9064,10147,10927,10667,8783,7025,7384,5179,7565,,106099,,2108,1920,2407,3361,6205,8719,10630,10427,8610,6928,7278,5091,7306,,80990,,187089
E10000019,Lincolnshire,E07000137,East Lindsey,5985,4601,5318,5236,5521,7082,9572,11107,11080,10867,12016,9091,10722,,108198,,1766,1730,2341,2804,4391,6219,9148,10771,10821,10658,11823,8830,10262,,91564,,199762
E06000011,East Riding of Yorkshire,E06000011,East Riding of Yorkshire,16026,12455,13839,14877,15972,19725,24111,25958,24071,22556,25032,17776,24029,,256427,,4675,4341,5298,6358,10199,15878,23297,25344,23689,22242,24745,17486,23252,,206804,,463231
E10000028,Staffordshire,E07000193,East Staffordshire,5639,4808,5722,6014,6178,6864,8234,8220,7255,5980,6094,4643,6047,,81698,,1732,1656,2014,2431,4007,6146,7859,7947,7077,5882,6009,4556,5828,,63144,,144842
E10000029,Suffolk,E07000244,East Suffolk,12453,9291,10223,10566,11288,13631,16732,17914,17158,16154,18374,13886,19073,,186743,,3888,3509,4379,4891,7225,11038,16218,17511,16873,15905,18147,13678,18457,,151719,,338462
E10000011,East Sussex,E07000061,Eastbourne,5218,3873,4545,4705,5068,5548,6395,6701,6023,5500,6297,4750,7606,,72229,,1878,1747,2138,2657,3709,4736,6026,6412,5830,5380,6187,4654,7256,,58610,,130839
E10000014,Hampshire,E07000086,Eastleigh,6112,5726,7159,7673,8044,8120,8989,9006,7874,6817,6939,5084,7447,,94990,,1937,2020,2778,3322,5102,6734,8719,8801,7729,6713,6844,4984,7153,,72836,,167826
E10000006,Cumbria,E07000030,Eden,2814,1991,2156,2301,2401,2995,3997,4488,4166,3726,3875,2749,3754,,41413,,718,606,658,732,1638,2461,3887,4384,4101,3678,3829,2706,3646,,33044,,74457
E10000030,Surrey,E07000207,Elmbridge,6839,4837,5903,7800,9925,10349,10139,9400,7452,6080,6174,4676,7549,,97123,,1503,1383,1717,2678,7118,8921,9796,9098,7285,5963,6061,4576,7247,,73346,,170469
E09000010,Enfield,E09000010,Enfield,15444,11688,14049,16591,18628,18285,19284,18576,15304,11745,10357,7605,11910,,189466,,6664,7486,9816,13050,15627,16118,17897,17556,14696,11373,10065,7318,11229,,158895,,348361
E10000012,Essex,E07000072,Epping Forest,5606,4574,5681,6425,7111,7540,9101,9230,7763,6487,6799,5088,7325,,88730,,1752,1637,2138,2701,4630,5962,8657,8837,7536,6346,6703,4996,7014,,68909,,157639
E10000030,Surrey,E07000208,Epsom and Ewell,4332,3073,3737,4733,5512,5615,5535,5285,4238,3514,3890,2838,4146,,56448,,1136,1036,1305,1884,3781,4620,5321,5120,4143,3436,3821,2798,3999,,42400,,98848
E10000007,Derbyshire,E07000036,Erewash,5996,5039,5679,5756,5855,6790,8289,8181,6825,5943,6315,4769,6232,,81669,,1593,1586,2169,2907,4548,5780,8002,7959,6673,5869,6235,4707,6044,,64072,,145741
E10000008,Devon,E07000041,Exeter,15127,6603,6969,7051,6558,6568,7339,7056,6106,5363,5544,4158,6344,,90786,,3561,2351,2558,2744,4383,5204,7042,6843,5964,5267,5465,4094,6121,,61597,,152383
E10000014,Hampshire,E07000087,Fareham,5607,4248,5290,5477,5876,6707,7955,8629,7723,6461,7264,5688,8241,,85166,,1559,1514,1982,2216,4826,6184,7741,8450,7594,6362,7153,5595,7956,,69132,,154298
E10000003,Cambridgeshire,E07000010,Fenland,5061,4073,4667,4728,4749,5440,6827,7100,6328,5958,6187,4689,6212,,72019,,1455,1318,1617,1855,2814,4340,6527,6896,6193,5863,6101,4601,5940,,55520,,127539
E10000016,Kent,E07000112,Folkestone and Hythe,5147,4061,4642,4891,5361,5966,7388,7954,7179,6645,7537,5452,7149,,79372,,1624,1549,1743,2082,3626,4888,7060,7672,6987,6523,7425,5346,6854,,63379,,142751
E10000013,Gloucestershire,E07000080,Forest of Dean,4479,3023,3429,3386,3434,4299,5675,6291,5591,5100,5366,3985,4981,,59039,,1159,946,1505,1940,2564,3831,5439,6085,5462,5031,5299,3928,4817,,48006,,107045
E10000017,Lancashire,E07000119,Fylde,3785,2694,3117,3460,3531,4229,5581,6275,5965,5311,5869,4607,6415,,60839,,1419,1218,1573,2027,2908,3824,5377,6116,5862,5233,5806,4545,6194,,52102,,112941
E08000037,Gateshead,E08000037,Gateshead,9869,8664,10093,10759,10546,10952,13029,13672,12214,10374,10553,7320,11046,,139091,,2971,3165,4008,4748,6744,8364,12362,13202,11894,10179,10387,7167,10589,,105780,,244871
E10000024,Nottinghamshire,E07000173,Gedling,5289,4658,5664,6018,6369,6833,8226,8265,7103,6420,6811,4852,6859,,83367,,1713,1706,2129,2680,4098,5915,7926,8014,6965,6307,6715,4787,6593,,65548,,148915
E10000013,Gloucestershire,E07000081,Gloucester,7515,6013,6975,7231,7057,7365,8582,8535,7215,5751,5632,4411,5971,,88253,,2194,2054,3029,3649,5150,6451,8151,8196,7008,5618,5529,4332,5759,,67120,,155373
E10000014,Hampshire,E07000088,Gosport,3588,3101,3751,4013,3889,4391,5393,5702,5185,4415,4726,3404,4739,,56297,,1298,1256,1651,1915,2675,3773,5177,5529,5062,4334,4665,3353,4584,,45272,,101569
E10000016,Kent,E07000109,Gravesham,4515,3861,4849,5482,5665,5946,6877,6767,5519,4711,4763,3543,5115,,67613,,1570,1504,1929,2410,3656,4592,6535,6503,5381,4612,4686,3467,4943,,51788,,119401
E10000020,Norfolk,E07000145,Great Yarmouth,4895,3878,4412,4422,4611,5353,6633,6980,6439,5996,6525,4937,6195,,71276,,1624,1563,1894,2132,3250,4365,6268,6696,6245,5882,6419,4843,5972,,57153,,128429
E09000011,Greenwich,E09000011,Greenwich,10209,13164,17978,18436,18049,15919,15834,14191,11300,8601,7583,5298,6971,,163533,,2927,4046,6851,9354,13161,13149,14447,13213,10691,8230,7325,5135,6632,,115161,,278694
E10000030,Surrey,E07000209,Guildford,10444,6663,6913,7301,8189,8965,9234,9352,7622,6328,6497,4794,7275,,99577,,2448,1849,2161,2802,6361,8055,8961,9119,7457,6228,6432,4733,7058,,73664,,173241
E09000012,Hackney,E09000012,Hackney,9393,19096,23752,19125,15432,12805,12591,11452,8844,6431,4919,3143,4200,,151183,,2664,5446,8077,7204,9792,9688,11271,10413,8235,6101,4699,2999,3915,,90504,,241687
E06000006,Halton,E06000006,Halton,6068,4891,6018,6763,6655,7417,8491,8759,7911,7034,6953,4239,5232,,86431,,2221,2079,3156,4080,4490,5930,8022,8415,7719,6913,6843,4130,5045,,69043,,155474
E10000023,North Yorkshire,E07000164,Hambleton,4026,3118,3385,3619,4077,4784,6505,7459,6723,6105,6616,4884,6702,,68003,,1020,885,1086,1356,3319,4473,6328,7297,6612,6046,6561,4827,6519,,56329,,124332
E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,10080,15834,14773,11739,10526,10238,10295,8908,6567,5121,4619,3241,4394,,116335,,2944,4744,5202,5271,7278,8281,9371,8212,6124,4873,4452,3104,4150,,74006,,190341
E10000018,Leicestershire,E07000131,Harborough,4927,3423,4097,4561,5132,6103,7142,7103,6086,5341,5694,4302,5571,,69482,,1470,1176,1767,2631,3912,5404,6936,6928,5986,5264,5642,4235,5375,,56726,,126208
E09000014,Haringey,E09000014,Haringey,9913,13942,17271,17223,16404,15730,15294,13890,10534,7924,6560,4464,6169,,155318,,2467,3863,6274,9489,11273,13270,13906,12857,9898,7577,6356,4274,5787,,107291,,262609
E10000012,Essex,E07000073,Harlow,3939,3526,4757,5254,5249,4888,5524,5499,4668,3812,3326,2369,3708,,56519,,1118,1342,1854,2215,3499,3802,5172,5249,4504,3713,3268,2318,3555,,41609,,98128
E10000023,North Yorkshire,E07000165,Harrogate,6982,5689,6778,7611,8608,9982,12011,12414,10903,9315,10077,7361,10870,,118601,,2257,1955,2446,3119,7250,9126,11576,12075,10676,9165,9958,7235,10536,,97374,,215975
E09000015,Harrow,E09000015,Harrow,12545,11430,13684,16061,16066,14247,14192,14081,12801,10834,9435,7082,10989,,163447,,4238,4962,6308,9607,11459,11456,13330,13368,12381,10547,9198,6877,10536,,124267,,287714
E10000014,Hampshire,E07000089,Hart,5447,3750,4652,5412,6132,7003,7090,7043,5630,4623,5150,4088,5584,,71604,,1381,1251,2082,2754,4756,6367,6933,6896,5562,4575,5097,4016,5429,,57099,,128703
E06000001,Hartlepool,E06000001,Hartlepool,4178,3355,4016,4348,4302,4864,6196,6802,6056,5119,4984,3209,4664,,62093,,1373,1362,1733,1920,2523,3598,5847,6544,5889,5029,4925,3157,4534,,48434,,110527
E10000011,East Sussex,E07000062,Hastings,3795,3235,4028,4252,4471,4881,6155,6368,5449,4927,4934,3418,4431,,60344,,1113,1242,1586,1767,2615,3744,5752,6046,5283,4779,4812,3332,4230,,46301,,106645
E10000014,Hampshire,E07000090,Havant,5957,4931,5755,5850,5769,6620,8414,8985,8458,7289,7751,5974,8718,,90471,,2098,2000,2615,2909,5034,6087,8129,8742,8280,7180,7645,5843,8446,,75008,,165479
E09000016,Havering,E09000016,Havering,11735,9882,12066,13673,13674,13758,15675,15848,14043,11271,11754,8509,13169,,165057,,3405,3669,4654,5991,7960,10390,14808,15209,13625,10993,11584,8325,12632,,123245,,288302
E06000019,"Herefordshire, County of",E06000019,"Herefordshire, County of",8529,6477,7804,7947,8118,9825,12584,13724,12931,11929,12537,9476,13099,,134980,,2647,2362,2873,3132,4028,6143,12042,13300,12614,11759,12367,9322,12606,,105195,,240175
E10000015,Hertfordshire,E07000098,Hertsmere,5821,4316,4866,5926,6530,6712,6990,7096,5776,4687,4843,3649,5676,,72888,,2051,1809,2282,3879,5487,6006,6669,6863,5637,4603,4767,3564,5461,,59078,,131966
E10000007,Derbyshire,E07000037,High Peak,4951,3750,4473,4626,4762,5505,6990,7358,6453,5410,5502,3971,4793,,68544,,1434,1284,1881,2455,4129,5040,6757,7190,6352,5342,5434,3906,4627,,55831,,124375
E09000017,Hillingdon,E09000017,Hillingdon,16449,13349,16460,19414,19521,17755,18131,17059,14176,11159,10018,7258,11416,,192165,,5026,4569,6227,10042,12995,14077,17005,16281,13692,10860,9798,7074,11010,,138656,,330821
E10000018,Leicestershire,E07000132,Hinckley and Bosworth,5131,4535,5351,5805,5913,6719,8061,7938,7107,6502,7076,5165,6404,,81707,,1742,1758,2117,2578,3663,5194,7747,7735,6982,6394,6973,5092,6230,,64205,,145912
E10000032,West Sussex,E07000227,Horsham,7258,5656,6595,7366,8107,8859,10436,10904,9434,8133,8745,6654,9499,,107646,,2128,2051,2986,3863,6216,7692,10132,10647,9275,8032,8642,6551,9217,,87432,,195078
E09000018,Hounslow,E09000018,Hounslow,13473,13200,17383,19783,19748,17861,16882,15043,12512,9940,8469,5839,7965,,178098,,3710,4362,6129,8124,12377,13319,15441,14060,11907,9591,8196,5646,7608,,120470,,298568
E10000003,Cambridgeshire,E07000011,Huntingdonshire,9228,7605,9292,9715,10067,11147,12602,12565,10850,9400,10074,7451,9236,,129232,,2675,2665,3402,3887,7234,9398,12246,12273,10650,9270,9948,7312,8913,,99873,,229105
E10000017,Lancashire,E07000120,Hyndburn,3645,2958,3655,3727,3744,4303,5231,5175,4526,3852,4067,2944,3600,,51427,,1040,1152,1429,1646,2268,3155,4831,4896,4364,3761,3993,2868,3432,,38835,,90262
E10000029,Suffolk,E07000202,Ipswich,6786,6410,7700,7915,7804,7819,8409,8070,6981,6016,5844,4146,6432,,90332,,2670,2822,4252,4655,4951,6002,8054,7776,6811,5904,5717,4043,6145,,69802,,160134
E06000046,Isle of Wight,E06000046,Isle of Wight,5998,4617,5286,5313,5880,6925,9371,10361,9969,9923,10887,8507,10585,,103622,,2351,2212,2830,3155,4273,5667,8921,9961,9736,9729,10665,8338,10106,,87944,,191566
E06000053,Isles of Scilly,E06000053,Isles of Scilly,113,104,113,132,130,112,146,162,124,118,141,127,167,,1689,,82,74,84,117,118,110,143,156,123,117,139,125,162,,1550,,3239
E09000019,Islington,E09000019,Islington,11427,18958,21476,15782,12511,10826,11260,10460,8002,5955,5150,3452,4556,,139815,,3040,5415,7148,5931,8228,8553,10197,9637,7472,5665,4933,3317,4317,,83853,,223668
E09000020,Kensington and Chelsea,E09000020,Kensington and Chelsea,6505,7926,8754,8097,7826,8073,8556,8272,6417,5137,4854,3689,4861,,88967,,1987,2711,4081,4512,5932,6762,7850,7675,6027,4920,4664,3530,4593,,65244,,154211
E10000020,Norfolk,E07000146,King's Lynn and West Norfolk,6933,5703,6520,6563,6766,8040,9847,10771,9969,9419,10473,8106,10928,,110038,,2146,2033,2566,2880,4076,6310,9475,10480,9754,9275,10367,7994,10596,,87952,,197990
E06000010,"Kingston upon Hull, City of",E06000010,"Kingston upon Hull, City of",13588,11903,13752,13791,12730,14051,15564,16110,14069,11649,11018,6974,9976,,165175,,4577,4799,5472,6478,7986,10988,14677,15446,13663,11381,10805,6798,9617,,122687,,287862
E09000021,Kingston upon Thames,E09000021,Kingston upon Thames,9991,8643,9803,10758,11821,11484,10815,9727,7880,6474,6378,4429,6296,,114499,,2468,2718,3217,3844,7126,9093,10267,9326,7660,6320,6245,4333,6080,,78697,,193196
E08000034,Kirklees,E08000034,Kirklees,24306,17075,20283,22192,22864,24923,28413,26920,23385,20178,20725,14611,19144,,285019,,7412,6887,10917,13621,16480,20337,26873,26002,22783,19764,20372,14359,18428,,224235,,509254
E08000011,Knowsley,E08000011,Knowsley,6380,5602,6900,7239,6876,7571,9837,11034,10079,7894,6687,4316,6466,,96881,,2559,2720,3530,3981,4619,6017,9135,10435,9686,7674,6527,4183,6147,,77213,,174094
E09000022,Lambeth,E09000022,Lambeth,14594,31599,29270,21540,18903,17369,17064,15647,11692,8158,6340,4212,6172,,202560,,3892,8567,9947,10832,14360,14511,15473,14351,10878,7684,6031,4014,5743,,126283,,328843
E10000017,Lancashire,E07000121,Lancaster,14000,6140,6469,6915,6751,7236,8928,9464,8541,7600,7855,5706,7935,,103540,,4916,3288,3928,4799,5642,6285,8602,9192,8370,7485,7748,5618,7653,,83526,,187066
E08000035,Leeds,E08000035,Leeds,52468,40193,44120,45138,43726,43763,46758,45471,38975,32526,33571,23535,34483,,524727,,15998,13840,17325,20679,28442,34842,44303,43844,37955,31889,33016,23071,33329,,378533,,903260
E06000016,Leicester,E06000016,Leicester,25218,16816,18491,20457,20256,19508,19536,18050,16199,13354,10864,7119,10633,,216501,,8509,7160,8818,10717,13822,15502,17890,16943,15453,12890,10525,6838,9952,,155019,,371520
E10000011,East Sussex,E07000063,Lewes,4807,3304,4080,4524,4903,5727,6923,7174,6480,6183,6783,5175,7656,,73719,,1456,1159,1513,1978,3438,4707,6648,6931,6341,6090,6694,5102,7399,,59456,,133175
E09000023,Lewisham,E09000023,Lewisham,9823,15464,20632,20313,18501,16597,16298,15400,11695,8052,6423,4664,6890,,170752,,2842,4684,7082,9858,13333,13639,14736,14169,10928,7673,6156,4451,6492,,116043,,286795
E10000028,Staffordshire,E07000194,Lichfield,5026,4150,4608,4953,5322,6307,7611,7569,6456,5991,6804,5716,6549,,77062,,1426,1392,1708,2218,3849,5526,7340,7376,6314,5911,6705,5626,6338,,61729,,138791
E10000019,Lincolnshire,E07000138,Lincoln,10891,5144,5148,4861,4593,4776,5374,5614,4720,3983,3918,2774,4077,,65873,,2580,1782,2067,2164,3155,3846,5129,5410,4579,3911,3839,2724,3901,,45087,,110960
E08000012,Liverpool,E08000012,Liverpool,31076,22009,23689,23918,22355,22318,26138,28790,26264,21464,19368,12892,18305,,298586,,11350,10044,11792,13460,15812,17577,23901,26846,24986,20745,18743,12295,17016,,224567,,523153
E06000032,Luton,E06000032,Luton,9658,8294,10082,11370,12131,11290,11658,10984,8994,7135,6099,4643,7158,,119496,,3160,2911,3734,4772,6620,7512,10503,10167,8505,6809,5893,4466,6838,,81890,,201386
E10000016,Kent,E07000110,Maidstone,7598,6658,8212,8914,9398,10268,11613,11248,9572,8265,9056,6578,8992,,116372,,2310,2351,3081,3633,5848,7742,11094,10886,9367,8129,8904,6423,8620,,88388,,204760
E10000012,Essex,E07000074,Maldon,3151,2254,2511,2714,2974,3771,5005,5061,4655,4121,4597,3411,4258,,48483,,873,717,832,973,1841,3111,4829,4901,4562,4053,4520,3356,4128,,38696,,87179
E10000034,Worcestershire,E07000235,Malvern Hills,3854,2648,3060,3204,3697,4336,5639,6195,5794,5306,5910,4442,6297,,60382,,1199,965,1183,1428,2420,3527,5422,6013,5670,5224,5827,4365,6051,,49294,,109676
E08000003,Manchester,E08000003,Manchester,40767,33382,33904,32502,29344,26606,27319,24288,20107,15535,13288,8849,12124,,318015,,13125,12487,15211,17442,19271,20238,24590,22370,18859,14848,12768,8487,11412,,211108,,529123
E10000024,Nottinghamshire,E07000174,Mansfield,5015,4522,5385,5841,5497,5988,7322,7690,6764,5779,5620,4263,5316,,75002,,1914,1900,2416,2918,3669,5074,7028,7442,6609,5684,5514,4184,5045,,59397,,134399
E06000035,Medway,E06000035,Medway,12886,10670,13530,14436,15174,15396,17423,17662,14958,12442,12633,8756,11001,,176967,,3806,3764,5120,6287,10196,12035,16387,16928,14514,12141,12380,8566,10507,,132631,,309598
E10000018,Leicestershire,E07000133,Melton,2597,2037,2215,2250,2522,2920,3897,4152,3519,3190,3388,2420,3086,,38193,,757,657,902,1195,1567,2560,3768,4034,3455,3157,3356,2395,3006,,30809,,69002
E10000027,Somerset,E07000187,Mendip,5816,4257,4937,5158,5578,6630,8304,8500,7486,6922,7369,5385,7397,,83739,,2054,1851,2377,2698,3768,5018,8030,8262,7344,6814,7277,5319,7156,,67968,,151707
E09000024,Merton,E09000024,Merton,9352,11399,13949,14872,14858,13438,12898,11539,9524,7441,6675,4577,7083,,137605,,2657,3370,4445,6249,9385,10408,11969,10850,9086,7215,6467,4403,6659,,93163,,230768
E10000008,Devon,E07000042,Mid Devon,4143,3148,3592,3982,4091,4661,5856,6093,5505,5044,5306,3988,5290,,60699,,1104,995,1170,1536,2691,3697,5645,5925,5396,4976,5249,3895,5058,,47337,,108036
E10000029,Suffolk,E07000203,Mid Suffolk,5351,4035,4478,4659,4809,5903,7257,7774,7088,6592,7138,5187,6740,,77011,,2149,1649,2028,2276,3025,4604,7079,7610,7001,6503,7075,5133,6519,,62651,,139662
E10000032,West Sussex,E07000228,Mid Sussex,7497,5736,7336,8449,9258,10007,10648,10139,8539,7598,8009,6299,8945,,108460,,1971,1745,2273,2953,6653,8484,10369,9914,8391,7510,7911,6216,8627,,83017,,191477
E06000002,Middlesbrough,E06000002,Middlesbrough,6346,6019,7207,7449,6964,7192,8198,9028,8416,6988,6268,4243,6115,,90433,,2509,2514,3291,3648,5220,5830,7632,8634,8142,6813,6145,4143,5830,,70351,,160784
E06000042,Milton Keynes,E06000042,Milton Keynes,12645,11391,14886,17499,18519,17577,17606,15979,13774,11776,10902,7062,8818,,178434,,3318,3266,4857,7270,12494,13978,16484,15259,13338,11545,10712,6939,8513,,127973,,306407
E10000030,Surrey,E07000210,Mole Valley,4288,3355,3446,4078,4921,5679,6509,6693,5777,5012,5067,4121,6282,,65228,,1068,997,1114,1495,3377,4615,6285,6540,5659,4927,4996,4065,6060,,51198,,116426
E10000014,Hampshire,E07000091,New Forest,8577,6299,7128,7579,8148,9581,12048,13492,12449,11891,13276,10315,15555,,136338,,2474,2205,2810,3385,5994,8281,11696,13223,12223,11732,13124,10162,15061,,112370,,248708
E10000024,Nottinghamshire,E07000175,Newark and Sherwood,5999,4748,5334,5564,5809,6951,8565,8871,7911,7009,7552,5608,7080,,87001,,1933,1724,2044,2384,3718,6002,8278,8661,7727,6891,7444,5505,6763,,69074,,156075
E08000021,Newcastle upon Tyne,E08000021,Newcastle upon Tyne,26040,16521,16083,15910,14405,14222,15477,16393,14903,12256,11586,7729,12038,,193563,,6811,5598,6124,6825,8779,10463,14323,15488,14292,11869,11319,7509,11477,,130877,,324440
E10000028,Staffordshire,E07000195,Newcastle-under-Lyme,8875,5122,5882,6117,6215,6979,8486,8455,7724,6712,7206,5301,7293,,90367,,2772,1992,2429,2873,4310,5894,8205,8231,7560,6577,7084,5183,7066,,70176,,160543
E09000025,Newham,E09000025,Newham,16262,19645,23706,23459,21309,18356,17043,14290,11538,8266,5801,3674,5196,,188545,,4655,6234,8972,13281,13618,13438,15115,12885,10589,7781,5539,3480,4812,,120399,,308944
E10000008,Devon,E07000043,North Devon,4591,3586,4171,4166,4597,5421,6829,7421,6900,6149,6790,5243,6944,,72808,,1162,1126,1350,1475,2459,3593,6512,7165,6751,6061,6700,5183,6733,,56270,,129078
E10000007,Derbyshire,E07000038,North East Derbyshire,5356,4332,4648,4859,5086,5874,7355,7505,6905,6278,6749,5414,6558,,76919,,1931,2008,2331,2694,4372,5435,7114,7324,6788,6192,6643,5302,6305,,64439,,141358
E06000012,North East Lincolnshire,E06000012,North East Lincolnshire,6954,5763,7339,7418,7082,8388,10237,11157,9738,8447,8658,6166,8994,,106341,,2152,2155,2976,3281,3884,6352,9673,10786,9495,8305,8518,6004,8674,,82255,,188596
E10000015,Hertfordshire,E07000099,North Hertfordshire,6183,5643,6793,7645,8432,8802,9073,9107,7556,6397,6620,4943,7609,,94803,,1680,1734,2134,2681,5788,7408,8754,8868,7423,6272,6536,4850,7309,,71437,,166240
E10000019,Lincolnshire,E07000139,North Kesteven,6202,4760,5243,5328,5472,6621,8301,8638,7391,6523,7447,5771,7459,,85156,,1774,1726,2027,2632,4609,6114,8079,8458,7278,6450,7365,5691,7239,,69442,,154598
E06000013,North Lincolnshire,E06000013,North Lincolnshire,8069,6451,7805,8185,8025,9295,11753,12356,10997,9767,10028,7206,9556,,119493,,2387,2420,3088,3856,5925,7959,11250,11980,10763,9630,9893,7084,9242,,95477,,214970
E10000020,Norfolk,E07000147,North Norfolk,4115,3259,3569,3796,3946,5017,6576,7595,8117,8020,9242,6912,9646,,79810,,1199,1105,1293,1468,2077,3632,6305,7401,7959,7904,9121,6795,9330,,65589,,145399
E06000061,North Northamptonshire,E06000061,North Northamptonshire,16458,13365,16494,17802,18741,20669,23965,23202,19472,17286,17887,12907,15807,,234055,,4428,4437,6033,7736,11258,16104,22808,22407,19005,16952,17601,12623,15213,,176605,,410660
E06000024,North Somerset,E06000024,North Somerset,11650,8348,9835,11086,12028,13165,14814,15224,13172,12273,13716,10671,14804,,160786,,3228,2723,3450,4812,8360,11375,14302,14823,12934,12131,13569,10505,14403,,126615,,287401
E08000022,North Tyneside,E08000022,North Tyneside,10479,8855,10970,12061,12220,12526,13861,14567,13159,11836,11573,7783,11182,,151072,,2940,3093,4175,5184,8358,10418,13055,13999,12762,11633,11411,7630,10756,,115414,,266486
E10000031,Warwickshire,E07000218,North Warwickshire,3197,2504,3175,3141,3109,3849,4848,4845,4332,3692,3912,2940,3634,,47178,,1001,890,1226,1528,2200,3469,4679,4743,4252,3648,3849,2902,3513,,37900,,85078
E10000018,Leicestershire,E07000134,North West Leicestershire,5558,4280,5021,5390,5535,6544,7622,7333,6248,5577,5949,4296,4962,,74315,,1619,1462,1879,3118,3970,5645,7319,7128,6137,5493,5865,4236,4802,,58673,,132988
E06000057,Northumberland,E06000057,Northumberland,16618,12408,13728,14943,15531,17975,21896,24659,23858,21972,22572,15673,20296,,242129,,4996,4684,6140,7598,11547,15081,20918,23892,23382,21667,22305,15436,19529,,197175,,439304
E10000020,Norfolk,E07000148,Norwich,14605,8628,8951,8460,7699,7454,7694,7289,6208,5656,5526,4018,5927,,98115,,4481,2925,3146,3364,4814,5775,7278,7002,6009,5534,5440,3938,5768,,65474,,163589
E06000018,Nottingham,E06000018,Nottingham,33964,15514,15765,14978,14154,14500,15705,15324,12781,10298,9415,6659,10132,,189189,,8313,4993,5604,6016,7913,10885,14522,14459,12158,9969,9151,6439,9566,,119988,,309177
E10000031,Warwickshire,E07000219,Nuneaton and Bedworth,6487,5576,6908,6851,6866,7598,8966,8790,7565,6692,6844,5232,6357,,90732,,2070,1940,2669,2883,4648,6252,8502,8468,7361,6535,6721,5096,6109,,69254,,159986
E10000018,Leicestershire,E07000135,Oadby and Wigston,3929,2297,2589,2875,3083,3146,3629,3754,3392,2846,2990,2343,3878,,40751,,1374,1066,1373,1782,2459,2797,3465,3631,3296,2803,2932,2297,3684,,32959,,73710
E08000004,Oldham,E08000004,Oldham,10667,8185,10463,11517,12040,12735,14619,13994,11936,10413,10367,7431,9365,,143732,,4234,3560,4907,5865,7200,9420,13378,13134,11461,10050,10115,7236,8964,,109524,,253256
E10000025,Oxfordshire,E07000178,Oxford,20381,12730,10879,9416,8622,7972,7996,7569,6168,4935,4670,3473,5213,,110024,,4162,3629,3611,3425,4726,5806,7463,7173,5922,4795,4561,3285,4860,,63418,,173442
E10000017,Lancashire,E07000122,Pendle,4149,3024,4094,4735,4527,4867,5560,5608,5249,4551,4773,3202,4130,,58469,,1070,990,1563,2219,2534,3283,5084,5301,5001,4384,4654,3117,3979,,43179,,101648
